age_grp,Count,Notes,Rate
0-1,13.0,*,3.1
0-1,6.0,*,2.16
0-1,11.0,*,1.98
0-1,27.0,,3.8
0-1,11.0,*,4.69
0-1,18.0,*,5.84
0-1,6.0,*,2.47
0-1,11.0,*,5.13
0-1,51.0,,1.68
0-1,82.0,,4.55
0-1,53.0,,6.23
0-1,7.0,*,4.29
0-1,28.0,,3.67
0-1,34.0,,5.51
0-1,41.0,,2.98
0-1,5.0,*,4.19
0-1,43.0,,2.35
0-1,14.0,*,5.68
0-1,5.0,*,3.83
0-1,35.0,,2.36
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,136.0,,2.96
0-1,17.0,*,4.63
0-1,49.0,,3.43
0-1,14.0,*,4.72
0-1,14.0,*,3.06
0-1,7.0,*,6.1
0-1,8.0,*,2.49
0-1,8.0,*,4.42
0-1,7.0,*,4.22
0-1,12.0,*,4.43
0-1,39.0,,5.57
0-1,57.0,,2.94
0-1,9.0,*,3.69
0-1,9.0,*,2.99
0-1,9.0,*,2.92
0-1,9.0,*,2.8
0-1,12.0,*,3.67
0-1,6.0,*,1.74
0-1,10.0,*,2.93
0-1,11.0,*,2.91
0-1,8.0,*,2.19
0-1,6.0,*,1.69
0-1,5.0,*,1.42
0-1,18.0,*,5.07
0-1,5.0,*,1.4
0-1,11.0,*,3.14
0-1,0.0,,0.0
0-1,5.0,*,1.4
0-1,9.0,*,2.99
0-1,9.0,*,2.92
0-1,9.0,*,2.8
0-1,12.0,*,3.67
0-1,6.0,*,1.74
0-1,10.0,*,2.93
0-1,11.0,*,2.91
0-1,8.0,*,2.19
0-1,6.0,*,1.69
0-1,5.0,*,1.42
0-1,18.0,*,5.07
0-1,5.0,*,1.4
0-1,11.0,*,3.14
0-1,0.0,,0.0
0-1,5.0,*,1.4
0-1,124.0,,2.4
0-1,7.0,*,3.4
0-1,8.0,*,4.76
0-1,13.0,*,3.21
0-1,42.0,,5.33
0-1,11.0,*,6.08
0-1,33.0,,3.26
0-1,30.0,,2.96
0-1,35.0,,3.45
0-1,32.0,,3.1
0-1,26.0,,2.51
0-1,15.0,*,1.4
0-1,32.0,,3.01
0-1,24.0,,2.29
0-1,23.0,,2.22
0-1,36.0,,3.69
0-1,21.0,,2.19
0-1,29.0,,3.01
0-1,33.0,,3.48
0-1,22.0,,2.31
0-1,25.0,,2.68
0-1,33.0,,3.26
0-1,30.0,,2.96
0-1,35.0,,3.45
0-1,32.0,,3.1
0-1,26.0,,2.51
0-1,15.0,*,1.4
0-1,32.0,,3.01
0-1,24.0,,2.29
0-1,23.0,,2.22
0-1,36.0,,3.69
0-1,21.0,,2.19
0-1,29.0,,3.01
0-1,33.0,,3.48
0-1,22.0,,2.31
0-1,25.0,,2.68
0-1,416.0,,2.76
0-1,76.0,,2.9
0-1,90.0,,2.17
0-1,31.0,,2.83
0-1,47.0,,6.55
0-1,27.0,,4.49
0-1,22.0,,2.92
0-1,42.0,,3.93
0-1,10.0,*,4.26
0-1,8.0,*,3.19
0-1,5.0,*,1.8
0-1,7.0,*,3.17
0-1,19.0,*,3.27
0-1,10.0,*,1.97
0-1,16.0,*,3.39
0-1,12.0,*,4.4
0-1,10.0,*,3.17
0-1,9.0,*,4.01
0-1,9.0,*,2.32
0-1,15.0,*,4.13
0-1,42.0,,3.77
0-1,6.0,*,1.71
0-1,14.0,*,3.07
0-1,11.0,*,3.11
0-1,39.0,,4.35
0-1,38.0,,4.69
0-1,11.0,*,3.27
0-1,41.0,,2.48
0-1,18.0,*,3.15
0-1,12.0,*,1.06
0-1,7.0,*,4.57
0-1,17.0,*,3.58
0-1,11.0,*,2.67
0-1,26.0,,9.63
0-1,23.0,,5.15
0-1,7.0,*,6.54
0-1,23.0,,2.72
0-1,133.0,,1.96
0-1,8.0,*,5.75
0-1,68.0,,5.92
0-1,20.0,,3.8
0-1,17.0,*,3.3
0-1,9.0,*,1.71
0-1,14.0,*,2.68
0-1,11.0,*,2.17
0-1,14.0,*,2.61
0-1,12.0,*,2.26
0-1,15.0,*,2.77
0-1,14.0,*,2.73
0-1,16.0,*,3.3
0-1,9.0,*,1.82
0-1,15.0,*,3.19
0-1,22.0,,4.69
0-1,9.0,*,1.92
0-1,9.0,*,1.96
0-1,20.0,,3.8
0-1,17.0,*,3.3
0-1,9.0,*,1.71
0-1,14.0,*,2.68
0-1,11.0,*,2.17
0-1,14.0,*,2.61
0-1,12.0,*,2.26
0-1,15.0,*,2.77
0-1,14.0,*,2.73
0-1,16.0,*,3.3
0-1,9.0,*,1.82
0-1,15.0,*,3.19
0-1,22.0,,4.69
0-1,9.0,*,1.92
0-1,9.0,*,1.96
0-1,206.0,,2.72
0-1,35.0,,2.82
0-1,21.0,,1.73
0-1,25.0,,2.05
0-1,24.0,,1.97
0-1,28.0,,2.33
0-1,33.0,,2.65
0-1,29.0,,2.35
0-1,28.0,,2.3
0-1,27.0,,2.29
0-1,18.0,*,1.55
0-1,33.0,,2.77
0-1,29.0,,2.51
0-1,31.0,,2.69
0-1,18.0,*,1.54
0-1,33.0,,2.83
0-1,35.0,,2.82
0-1,21.0,,1.73
0-1,25.0,,2.05
0-1,24.0,,1.97
0-1,28.0,,2.33
0-1,33.0,,2.65
0-1,29.0,,2.35
0-1,28.0,,2.3
0-1,27.0,,2.29
0-1,18.0,*,1.55
0-1,33.0,,2.77
0-1,29.0,,2.51
0-1,31.0,,2.69
0-1,18.0,*,1.54
0-1,33.0,,2.83
0-1,412.0,,2.29
0-1,9.0,*,3.25
0-1,28.0,,5.24
0-1,9.0,*,2.15
0-1,5.0,*,3.55
0-1,39.0,,4.22
0-1,27.0,,6.1
0-1,11.0,*,2.71
0-1,17.0,*,2.77
0-1,30.0,,6.24
0-1,12.0,*,5.52
0-1,12.0,*,1.51
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,0.0,,0.0
0-1,11.0,*,2.87
0-1,258.0,,3.43
0-1,258.0,,3.43
0-1,231.0,,3.0
0-1,231.0,,2.97
0-1,256.0,,3.26
0-1,196.0,,2.41
0-1,210.0,,2.56
0-1,228.0,,2.82
0-1,217.0,,2.75
0-1,246.0,,3.21
0-1,215.0,,2.83
0-1,225.0,,2.98
0-1,235.0,,3.12
0-1,181.0,,2.41
0-1,213.0,,2.84
0-1,258.0,,3.43
0-1,258.0,,3.43
0-1,231.0,,3.0
0-1,231.0,,2.97
0-1,256.0,,3.26
0-1,196.0,,2.41
0-1,210.0,,2.56
0-1,228.0,,2.82
0-1,217.0,,2.75
0-1,246.0,,3.21
0-1,215.0,,2.83
0-1,225.0,,2.98
0-1,235.0,,3.12
0-1,181.0,,2.41
0-1,213.0,,2.84
0-1,3400.0,,2.93
0-1,258.0,,3.43
0-1,258.0,,3.43
0-1,232.0,,3.01
0-1,231.0,,2.97
0-1,256.0,,3.26
0-1,196.0,,2.41
0-1,210.0,,2.56
0-1,228.0,,2.82
0-1,217.0,,2.75
0-1,246.0,,3.21
0-1,215.0,,2.83
0-1,225.0,,2.98
0-1,236.0,,3.14
0-1,181.0,,2.41
0-1,213.0,,2.84
0-1,258.0,,3.43
0-1,258.0,,3.43
0-1,232.0,,3.01
0-1,231.0,,2.97
0-1,256.0,,3.26
0-1,196.0,,2.41
0-1,210.0,,2.56
0-1,228.0,,2.82
0-1,217.0,,2.75
0-1,246.0,,3.21
0-1,215.0,,2.83
0-1,225.0,,2.98
0-1,236.0,,3.14
0-1,181.0,,2.41
0-1,213.0,,2.84
0-1,3402.0,,2.93
1-4,152.0,,9.75
1-4,48.0,,4.19
1-4,29.0,,7.73
1-4,11.0,*,8.51
1-4,8.0,*,6.42
1-4,7.0,*,5.79
1-4,9.0,*,6.78
1-4,12.0,*,8.67
1-4,12.0,*,8.74
1-4,16.0,*,11.39
1-4,13.0,*,9.4
1-4,18.0,*,12.95
1-4,14.0,*,10.3
1-4,12.0,*,9.05
1-4,16.0,*,12.13
1-4,10.0,*,7.83
1-4,11.0,*,8.93
1-4,11.0,*,8.8
1-4,11.0,*,8.51
1-4,8.0,*,6.42
1-4,7.0,*,5.79
1-4,9.0,*,6.78
1-4,12.0,*,8.67
1-4,12.0,*,8.74
1-4,16.0,*,11.39
1-4,13.0,*,9.4
1-4,18.0,*,12.95
1-4,14.0,*,10.3
1-4,12.0,*,9.05
1-4,16.0,*,12.13
1-4,10.0,*,7.83
1-4,11.0,*,8.93
1-4,11.0,*,8.8
1-4,180.0,,9.1
1-4,16.0,*,8.75
1-4,11.0,*,6.1
1-4,18.0,*,9.56
1-4,26.0,,14.18
1-4,25.0,,13.03
1-4,16.0,*,8.59
1-4,17.0,*,9.07
1-4,29.0,,14.8
1-4,18.0,*,9.66
1-4,21.0,,11.25
1-4,25.0,,13.56
1-4,21.0,,11.49
1-4,17.0,*,9.06
1-4,13.0,*,6.96
1-4,15.0,*,8.43
1-4,16.0,*,8.75
1-4,11.0,*,6.1
1-4,18.0,*,9.56
1-4,26.0,,14.18
1-4,25.0,,13.03
1-4,16.0,*,8.59
1-4,17.0,*,9.07
1-4,29.0,,14.8
1-4,18.0,*,9.66
1-4,21.0,,11.25
1-4,25.0,,13.56
1-4,21.0,,11.49
1-4,17.0,*,9.06
1-4,13.0,*,6.96
1-4,15.0,*,8.43
1-4,288.0,,10.33
1-4,100.0,,9.85
1-4,139.0,,10.67
1-4,69.0,,7.12
1-4,71.0,,7.8
1-4,41.0,,6.04
1-4,32.0,,4.76
1-4,38.0,,5.64
1-4,40.0,,5.78
1-4,59.0,,8.27
1-4,39.0,,5.32
1-4,39.0,,5.18
1-4,43.0,,5.53
1-4,49.0,,6.3
1-4,36.0,,4.42
1-4,50.0,,6.17
1-4,43.0,,5.32
1-4,35.0,,4.34
1-4,40.0,,4.88
1-4,46.0,,5.42
1-4,41.0,,6.04
1-4,32.0,,4.76
1-4,38.0,,5.64
1-4,40.0,,5.78
1-4,59.0,,8.27
1-4,39.0,,5.32
1-4,39.0,,5.18
1-4,43.0,,5.53
1-4,49.0,,6.3
1-4,36.0,,4.42
1-4,50.0,,6.17
1-4,43.0,,5.32
1-4,35.0,,4.34
1-4,40.0,,4.88
1-4,46.0,,5.42
1-4,630.0,,5.54
1-4,48.0,,11.13
1-4,29.0,,6.82
1-4,54.0,,12.68
1-4,26.0,,6.04
1-4,29.0,,6.73
1-4,42.0,,9.91
1-4,27.0,,6.04
1-4,45.0,,9.52
1-4,53.0,,10.95
1-4,45.0,,9.22
1-4,46.0,,9.33
1-4,43.0,,8.81
1-4,53.0,,10.82
1-4,47.0,,9.67
1-4,38.0,,8.08
1-4,48.0,,11.13
1-4,29.0,,6.82
1-4,54.0,,12.68
1-4,26.0,,6.04
1-4,29.0,,6.73
1-4,42.0,,9.91
1-4,27.0,,6.04
1-4,45.0,,9.52
1-4,53.0,,10.95
1-4,45.0,,9.22
1-4,46.0,,9.33
1-4,43.0,,8.81
1-4,53.0,,10.82
1-4,47.0,,9.67
1-4,38.0,,8.08
1-4,625.0,,9.08
1-4,31.0,,15.14
1-4,27.0,,12.44
1-4,29.0,,13.77
1-4,32.0,,14.84
1-4,32.0,,14.82
1-4,31.0,,14.2
1-4,30.0,,13.41
1-4,44.0,,20.43
1-4,31.0,,13.88
1-4,24.0,,10.81
1-4,37.0,,17.05
1-4,25.0,,11.8
1-4,23.0,,10.3
1-4,30.0,,13.09
1-4,20.0,,8.93
1-4,31.0,,15.14
1-4,27.0,,12.44
1-4,29.0,,13.77
1-4,32.0,,14.84
1-4,32.0,,14.82
1-4,31.0,,14.2
1-4,30.0,,13.41
1-4,44.0,,20.43
1-4,31.0,,13.88
1-4,24.0,,10.81
1-4,37.0,,17.05
1-4,25.0,,11.8
1-4,23.0,,10.3
1-4,30.0,,13.09
1-4,20.0,,8.93
1-4,446.0,,13.63
1-4,70.0,,9.98
1-4,13.0,*,6.12
1-4,14.0,*,6.6
1-4,22.0,,10.61
1-4,14.0,*,6.88
1-4,11.0,*,5.1
1-4,22.0,,10.13
1-4,21.0,,9.79
1-4,18.0,*,8.16
1-4,18.0,*,8.25
1-4,27.0,,12.74
1-4,22.0,,10.57
1-4,16.0,*,7.84
1-4,16.0,*,7.96
1-4,22.0,,10.86
1-4,17.0,*,8.28
1-4,13.0,*,6.12
1-4,14.0,*,6.6
1-4,22.0,,10.61
1-4,14.0,*,6.88
1-4,11.0,*,5.1
1-4,22.0,,10.13
1-4,21.0,,9.79
1-4,18.0,*,8.16
1-4,18.0,*,8.25
1-4,27.0,,12.74
1-4,22.0,,10.57
1-4,16.0,*,7.84
1-4,16.0,*,7.96
1-4,22.0,,10.86
1-4,17.0,*,8.28
1-4,273.0,,8.65
1-4,16.0,*,11.52
1-4,17.0,*,11.85
1-4,16.0,*,11.51
1-4,26.0,,16.74
1-4,12.0,*,7.68
1-4,12.0,*,7.38
1-4,16.0,*,9.42
1-4,16.0,*,9.21
1-4,19.0,*,10.96
1-4,15.0,*,8.67
1-4,12.0,*,6.95
1-4,13.0,*,7.65
1-4,10.0,*,6.07
1-4,10.0,*,6.31
1-4,14.0,*,8.81
1-4,16.0,*,11.52
1-4,17.0,*,11.85
1-4,16.0,*,11.51
1-4,26.0,,16.74
1-4,12.0,*,7.68
1-4,12.0,*,7.38
1-4,16.0,*,9.42
1-4,16.0,*,9.21
1-4,19.0,*,10.96
1-4,15.0,*,8.67
1-4,12.0,*,6.95
1-4,13.0,*,7.65
1-4,10.0,*,6.07
1-4,10.0,*,6.31
1-4,14.0,*,8.81
1-4,224.0,,9.29
1-4,26.0,,8.12
1-4,29.0,,8.61
1-4,27.0,,8.04
1-4,21.0,,6.06
1-4,21.0,,6.12
1-4,17.0,*,4.76
1-4,19.0,*,5.28
1-4,28.0,,7.76
1-4,17.0,*,4.58
1-4,27.0,,7.11
1-4,16.0,*,4.29
1-4,23.0,,6.21
1-4,23.0,,6.33
1-4,12.0,*,3.31
1-4,27.0,,7.39
1-4,26.0,,8.12
1-4,29.0,,8.61
1-4,27.0,,8.04
1-4,21.0,,6.06
1-4,21.0,,6.12
1-4,17.0,*,4.76
1-4,19.0,*,5.28
1-4,28.0,,7.76
1-4,17.0,*,4.58
1-4,27.0,,7.11
1-4,16.0,*,4.29
1-4,23.0,,6.21
1-4,23.0,,6.33
1-4,12.0,*,3.31
1-4,27.0,,7.39
1-4,333.0,,6.23
1-4,59.0,,8.63
1-4,64.0,,13.27
1-4,44.0,,8.69
1-4,25.0,,4.93
1-4,35.0,,6.9
1-4,39.0,,7.59
1-4,25.0,,4.82
1-4,40.0,,7.7
1-4,61.0,,11.43
1-4,49.0,,9.09
1-4,48.0,,8.88
1-4,31.0,,5.65
1-4,37.0,,6.89
1-4,28.0,,5.39
1-4,20.0,,4.05
1-4,25.0,,5.12
1-4,24.0,,4.85
1-4,44.0,,8.69
1-4,25.0,,4.93
1-4,35.0,,6.9
1-4,39.0,,7.59
1-4,25.0,,4.82
1-4,40.0,,7.7
1-4,61.0,,11.43
1-4,49.0,,9.09
1-4,48.0,,8.88
1-4,31.0,,5.65
1-4,37.0,,6.89
1-4,28.0,,5.39
1-4,20.0,,4.05
1-4,25.0,,5.12
1-4,24.0,,4.85
1-4,531.0,,6.84
1-4,6.0,*,8.88
1-4,5.0,*,8.08
1-4,6.0,*,9.87
1-4,13.0,*,21.35
1-4,7.0,*,10.59
1-4,5.0,*,7.35
1-4,9.0,*,13.29
1-4,8.0,*,11.8
1-4,7.0,*,10.22
1-4,7.0,*,10.42
1-4,9.0,*,14.63
1-4,8.0,*,13.58
1-4,8.0,*,13.18
1-4,7.0,*,11.46
1-4,5.0,*,8.14
1-4,6.0,*,8.88
1-4,5.0,*,8.08
1-4,6.0,*,9.87
1-4,13.0,*,21.35
1-4,7.0,*,10.59
1-4,5.0,*,7.35
1-4,9.0,*,13.29
1-4,8.0,*,11.8
1-4,7.0,*,10.22
1-4,7.0,*,10.42
1-4,9.0,*,14.63
1-4,8.0,*,13.58
1-4,8.0,*,13.18
1-4,7.0,*,11.46
1-4,5.0,*,8.14
1-4,110.0,,11.46
1-4,29.0,,5.22
1-4,11.0,*,3.08
1-4,17.0,*,4.78
1-4,18.0,*,5.04
1-4,20.0,,5.36
1-4,14.0,*,3.6
1-4,15.0,*,3.58
1-4,42.0,,9.58
1-4,22.0,,4.77
1-4,29.0,,6.12
1-4,18.0,*,3.87
1-4,24.0,,5.25
1-4,15.0,*,3.34
1-4,20.0,,4.55
1-4,11.0,*,2.57
1-4,16.0,*,3.82
1-4,11.0,*,3.08
1-4,17.0,*,4.78
1-4,18.0,*,5.04
1-4,20.0,,5.36
1-4,14.0,*,3.6
1-4,15.0,*,3.58
1-4,42.0,,9.58
1-4,22.0,,4.77
1-4,29.0,,6.12
1-4,18.0,*,3.87
1-4,24.0,,5.25
1-4,15.0,*,3.34
1-4,20.0,,4.55
1-4,11.0,*,2.57
1-4,16.0,*,3.82
1-4,292.0,,4.65
1-4,21.0,,3.86
1-4,78.0,,7.19
1-4,88.0,,7.81
1-4,91.0,,8.1
1-4,90.0,,7.77
1-4,76.0,,6.46
1-4,84.0,,7.0
1-4,108.0,,8.8
1-4,84.0,,6.73
1-4,83.0,,6.38
1-4,84.0,,6.38
1-4,85.0,,6.59
1-4,83.0,,6.64
1-4,82.0,,6.63
1-4,68.0,,5.58
1-4,74.0,,6.11
1-4,78.0,,7.19
1-4,88.0,,7.81
1-4,91.0,,8.1
1-4,90.0,,7.77
1-4,76.0,,6.46
1-4,84.0,,7.0
1-4,108.0,,8.8
1-4,84.0,,6.73
1-4,83.0,,6.38
1-4,84.0,,6.38
1-4,85.0,,6.59
1-4,83.0,,6.64
1-4,82.0,,6.63
1-4,68.0,,5.58
1-4,74.0,,6.11
1-4,1258.0,,6.92
1-4,6.0,*,5.88
1-4,7.0,*,6.79
1-4,8.0,*,7.48
1-4,14.0,*,12.64
1-4,5.0,*,4.84
1-4,6.0,*,5.81
1-4,10.0,*,9.34
1-4,14.0,*,13.17
1-4,12.0,*,11.37
1-4,8.0,*,7.39
1-4,9.0,*,8.93
1-4,5.0,*,5.12
1-4,12.0,*,12.07
1-4,7.0,*,7.34
1-4,11.0,*,11.73
1-4,6.0,*,5.88
1-4,7.0,*,6.79
1-4,8.0,*,7.48
1-4,14.0,*,12.64
1-4,5.0,*,4.84
1-4,6.0,*,5.81
1-4,10.0,*,9.34
1-4,14.0,*,13.17
1-4,12.0,*,11.37
1-4,8.0,*,7.39
1-4,9.0,*,8.93
1-4,5.0,*,5.12
1-4,12.0,*,12.07
1-4,7.0,*,7.34
1-4,11.0,*,11.73
1-4,134.0,,8.68
1-4,27.0,,7.49
1-4,26.0,,7.05
1-4,33.0,,8.9
1-4,20.0,,5.29
1-4,20.0,,5.12
1-4,37.0,,9.46
1-4,29.0,,7.34
1-4,19.0,*,4.6
1-4,33.0,,8.0
1-4,23.0,,5.6
1-4,22.0,,5.38
1-4,33.0,,8.51
1-4,23.0,,6.05
1-4,20.0,,5.3
1-4,37.0,,9.62
1-4,27.0,,7.49
1-4,26.0,,7.05
1-4,33.0,,8.9
1-4,20.0,,5.29
1-4,20.0,,5.12
1-4,37.0,,9.46
1-4,29.0,,7.34
1-4,19.0,*,4.6
1-4,33.0,,8.0
1-4,23.0,,5.6
1-4,22.0,,5.38
1-4,33.0,,8.51
1-4,23.0,,6.05
1-4,20.0,,5.3
1-4,37.0,,9.62
1-4,402.0,,6.89
1-4,88.0,,7.42
1-4,182.0,,9.48
1-4,35.0,,7.46
1-4,100.0,,7.94
1-4,51.0,,7.25
1-4,61.0,,8.97
1-4,147.0,,13.18
1-4,29.0,,3.05
1-4,36.0,,18.88
1-4,31.0,,16.15
1-4,35.0,,19.08
1-4,33.0,,18.01
1-4,33.0,,18.26
1-4,35.0,,19.62
1-4,31.0,,17.82
1-4,18.0,*,10.21
1-4,29.0,,16.79
1-4,33.0,,18.93
1-4,39.0,,21.8
1-4,37.0,,20.15
1-4,33.0,,18.17
1-4,29.0,,15.94
1-4,23.0,,12.41
1-4,36.0,,18.88
1-4,31.0,,16.15
1-4,35.0,,19.08
1-4,33.0,,18.01
1-4,33.0,,18.26
1-4,35.0,,19.62
1-4,31.0,,17.82
1-4,18.0,*,10.21
1-4,29.0,,16.79
1-4,33.0,,18.93
1-4,39.0,,21.8
1-4,37.0,,20.15
1-4,33.0,,18.17
1-4,29.0,,15.94
1-4,23.0,,12.41
1-4,475.0,,17.48
1-4,25.0,,4.85
1-4,37.0,,7.08
1-4,36.0,,6.87
1-4,34.0,,6.45
1-4,31.0,,5.8
1-4,27.0,,5.14
1-4,32.0,,6.08
1-4,43.0,,8.15
1-4,53.0,,10.16
1-4,47.0,,8.95
1-4,66.0,,12.63
1-4,56.0,,10.86
1-4,54.0,,10.49
1-4,34.0,,6.66
1-4,41.0,,8.22
1-4,25.0,,4.85
1-4,37.0,,7.08
1-4,36.0,,6.87
1-4,34.0,,6.45
1-4,31.0,,5.8
1-4,27.0,,5.14
1-4,32.0,,6.08
1-4,43.0,,8.15
1-4,53.0,,10.16
1-4,47.0,,8.95
1-4,66.0,,12.63
1-4,56.0,,10.86
1-4,54.0,,10.49
1-4,34.0,,6.66
1-4,41.0,,8.22
1-4,616.0,,7.88
1-4,63.0,,6.29
1-4,40.0,,7.46
1-4,80.0,,6.84
1-4,54.0,,4.62
1-4,75.0,,6.37
1-4,95.0,,7.91
1-4,103.0,,8.48
1-4,109.0,,8.65
1-4,97.0,,7.61
1-4,87.0,,6.66
1-4,116.0,,8.59
1-4,97.0,,7.15
1-4,112.0,,8.19
1-4,101.0,,7.37
1-4,81.0,,5.87
1-4,62.0,,4.49
1-4,59.0,,4.24
1-4,80.0,,6.84
1-4,54.0,,4.62
1-4,75.0,,6.37
1-4,95.0,,7.91
1-4,103.0,,8.48
1-4,109.0,,8.65
1-4,97.0,,7.61
