age_grp,Count,Notes,Rate
10-14,130.0,,1.71
10-14,125.0,,1.65
10-14,129.0,,1.74
10-14,116.0,,1.59
10-14,79.0,,1.11
10-14,88.0,,1.25
10-14,92.0,,1.34
10-14,94.0,,1.38
10-14,78.0,,1.17
10-14,102.0,,1.55
10-14,92.0,,1.42
10-14,73.0,,1.13
10-14,92.0,,1.44
10-14,1504.0,,1.43
10-14,25.0,,1.28
10-14,108.0,,3.69
10-14,70.0,,2.55
10-14,15.0,*,2.1
10-14,123.0,,2.71
10-14,118.0,,4.88
10-14,57.0,,2.55
10-14,85.0,,2.58
10-14,130.0,,4.99
10-14,30.0,,2.39
10-14,70.0,,1.63
10-14,8.0,*,3.64
10-14,36.0,,1.77
10-14,862.0,,2.07
10-14,956.0,,2.29
10-14,936.0,,2.23
10-14,1001.0,,2.4
10-14,890.0,,2.17
10-14,786.0,,1.93
10-14,662.0,,1.65
10-14,762.0,,1.91
10-14,789.0,,1.99
10-14,764.0,,1.92
10-14,765.0,,1.93
10-14,724.0,,1.84
10-14,824.0,,2.1
10-14,777.0,,1.98
10-14,935.0,,2.4
10-14,862.0,,2.07
10-14,956.0,,2.29
10-14,936.0,,2.23
10-14,1001.0,,2.4
10-14,890.0,,2.17
10-14,786.0,,1.93
10-14,662.0,,1.65
10-14,762.0,,1.91
10-14,789.0,,1.99
10-14,764.0,,1.92
10-14,765.0,,1.93
10-14,724.0,,1.84
10-14,824.0,,2.1
10-14,777.0,,1.98
10-14,935.0,,2.4
10-14,12433.0,,2.06
10-14,863.0,,2.08
10-14,956.0,,2.29
10-14,936.0,,2.23
10-14,1002.0,,2.4
10-14,891.0,,2.17
10-14,787.0,,1.93
10-14,662.0,,1.65
10-14,762.0,,1.91
10-14,789.0,,1.99
10-14,764.0,,1.92
10-14,765.0,,1.93
10-14,724.0,,1.84
10-14,825.0,,2.1
10-14,777.0,,1.98
10-14,935.0,,2.4
10-14,863.0,,2.08
10-14,956.0,,2.29
10-14,936.0,,2.23
10-14,1002.0,,2.4
10-14,891.0,,2.17
10-14,787.0,,1.93
10-14,662.0,,1.65
10-14,762.0,,1.91
10-14,789.0,,1.99
10-14,764.0,,1.92
10-14,765.0,,1.93
10-14,724.0,,1.84
10-14,825.0,,2.1
10-14,777.0,,1.98
10-14,935.0,,2.4
10-14,12438.0,,2.06
15-17,50.0,,3.99
15-17,26.0,,2.23
15-17,27.0,,6.68
15-17,81.0,,4.59
15-17,117.0,,5.08
15-17,36.0,,4.2
15-17,59.0,,5.06
15-17,37.0,,3.61
15-17,22.0,,2.7
15-17,16.0,*,3.07
15-17,12.0,*,2.29
15-17,14.0,*,2.7
15-17,14.0,*,2.68
15-17,20.0,,3.67
15-17,14.0,*,2.49
15-17,15.0,*,2.7
15-17,23.0,,4.18
15-17,22.0,,4.0
15-17,8.0,*,1.46
15-17,11.0,*,2.01
15-17,10.0,*,1.82
15-17,12.0,*,2.19
15-17,14.0,*,2.53
15-17,11.0,*,1.97
15-17,16.0,*,3.07
15-17,12.0,*,2.29
15-17,14.0,*,2.7
15-17,14.0,*,2.68
15-17,20.0,,3.67
15-17,14.0,*,2.49
15-17,15.0,*,2.7
15-17,23.0,,4.18
15-17,22.0,,4.0
15-17,8.0,*,1.46
15-17,11.0,*,2.01
15-17,10.0,*,1.82
15-17,12.0,*,2.19
15-17,14.0,*,2.53
15-17,11.0,*,1.97
15-17,216.0,,2.65
15-17,282.0,,5.3
15-17,15.0,*,7.82
15-17,13.0,*,6.91
15-17,7.0,*,3.91
15-17,13.0,*,7.34
15-17,8.0,*,4.62
15-17,12.0,*,6.96
15-17,11.0,*,6.59
15-17,13.0,*,7.45
15-17,5.0,*,2.97
15-17,12.0,*,7.28
15-17,6.0,*,3.59
15-17,10.0,*,6.18
15-17,10.0,*,6.19
15-17,6.0,*,3.59
15-17,12.0,*,6.84
15-17,15.0,*,7.82
15-17,13.0,*,6.91
15-17,7.0,*,3.91
15-17,13.0,*,7.34
15-17,8.0,*,4.62
15-17,12.0,*,6.96
15-17,11.0,*,6.59
15-17,13.0,*,7.45
15-17,5.0,*,2.97
15-17,12.0,*,7.28
15-17,6.0,*,3.59
15-17,10.0,*,6.18
15-17,10.0,*,6.19
15-17,6.0,*,3.59
15-17,12.0,*,6.84
15-17,153.0,,5.91
15-17,30.0,,4.74
15-17,123.0,,4.41
15-17,116.0,,4.97
15-17,121.0,,2.83
15-17,33.0,,5.0
15-17,19.0,*,4.55
15-17,24.0,,6.01
15-17,10.0,*,2.43
15-17,18.0,*,4.26
15-17,7.0,*,1.66
15-17,16.0,*,3.66
15-17,15.0,*,3.27
15-17,26.0,,5.59
15-17,22.0,,4.83
15-17,24.0,,5.36
15-17,21.0,,4.63
15-17,23.0,,5.05
15-17,11.0,*,2.4
15-17,20.0,,4.4
15-17,18.0,*,3.94
15-17,22.0,,4.66
15-17,24.0,,6.01
15-17,10.0,*,2.43
15-17,18.0,*,4.26
15-17,7.0,*,1.66
15-17,16.0,*,3.66
15-17,15.0,*,3.27
15-17,26.0,,5.59
15-17,22.0,,4.83
15-17,24.0,,5.36
15-17,21.0,,4.63
15-17,23.0,,5.05
15-17,11.0,*,2.4
15-17,20.0,,4.4
15-17,18.0,*,3.94
15-17,22.0,,4.66
15-17,277.0,,4.15
15-17,46.0,,4.79
15-17,7.0,*,1.43
15-17,110.0,,2.29
15-17,33.0,,4.08
15-17,40.0,,4.86
15-17,45.0,,5.48
15-17,25.0,,3.01
15-17,43.0,,5.03
15-17,37.0,,4.17
15-17,38.0,,4.19
15-17,28.0,,3.1
15-17,42.0,,4.53
15-17,52.0,,5.66
15-17,40.0,,4.26
15-17,43.0,,4.58
15-17,42.0,,4.4
15-17,40.0,,4.16
15-17,59.0,,6.02
15-17,33.0,,4.08
15-17,40.0,,4.86
15-17,45.0,,5.48
15-17,25.0,,3.01
15-17,43.0,,5.03
15-17,37.0,,4.17
15-17,38.0,,4.19
15-17,28.0,,3.1
15-17,42.0,,4.53
15-17,52.0,,5.66
15-17,40.0,,4.26
15-17,43.0,,4.58
15-17,42.0,,4.4
15-17,40.0,,4.16
15-17,59.0,,6.02
15-17,607.0,,4.51
15-17,56.0,,4.02
15-17,6.0,*,1.97
15-17,7.0,*,2.33
15-17,12.0,*,3.98
15-17,7.0,*,2.36
15-17,10.0,*,3.33
15-17,9.0,*,2.98
15-17,8.0,*,2.65
15-17,8.0,*,2.68
15-17,12.0,*,4.0
15-17,10.0,*,3.44
15-17,8.0,*,2.7
15-17,12.0,*,4.03
15-17,6.0,*,2.01
15-17,11.0,*,3.77
15-17,20.0,,6.81
15-17,6.0,*,1.97
15-17,7.0,*,2.33
15-17,12.0,*,3.98
15-17,7.0,*,2.36
15-17,10.0,*,3.33
15-17,9.0,*,2.98
15-17,8.0,*,2.65
15-17,8.0,*,2.68
15-17,12.0,*,4.0
15-17,10.0,*,3.44
15-17,8.0,*,2.7
15-17,12.0,*,4.03
15-17,6.0,*,2.01
15-17,11.0,*,3.77
15-17,20.0,,6.81
15-17,146.0,,3.26
15-17,49.0,,4.67
15-17,98.0,,6.17
15-17,16.0,*,3.06
15-17,41.0,,3.62
15-17,25.0,,4.35
15-17,17.0,*,2.59
15-17,71.0,,7.12
15-17,12.0,*,1.36
15-17,135.0,,6.32
15-17,24.0,,5.13
15-17,27.0,,5.64
15-17,19.0,*,4.05
15-17,14.0,*,3.03
15-17,19.0,*,4.1
15-17,19.0,*,4.01
15-17,19.0,*,3.98
15-17,28.0,,5.96
15-17,24.0,,5.24
15-17,26.0,,5.89
15-17,23.0,,5.3
15-17,17.0,*,4.05
15-17,23.0,,5.35
15-17,19.0,*,4.5
15-17,26.0,,6.03
15-17,24.0,,5.13
15-17,27.0,,5.64
15-17,19.0,*,4.05
15-17,14.0,*,3.03
15-17,19.0,*,4.1
15-17,19.0,*,4.01
15-17,19.0,*,3.98
15-17,28.0,,5.96
15-17,24.0,,5.24
15-17,26.0,,5.89
15-17,23.0,,5.3
15-17,17.0,*,4.05
15-17,23.0,,5.35
15-17,19.0,*,4.5
15-17,26.0,,6.03
15-17,327.0,,4.81
15-17,25.0,,2.52
15-17,17.0,*,3.55
15-17,27.0,,2.92
15-17,39.0,,4.25
15-17,38.0,,4.16
15-17,41.0,,4.45
15-17,29.0,,3.11
15-17,44.0,,4.63
15-17,37.0,,3.87
15-17,40.0,,4.13
15-17,38.0,,3.97
15-17,39.0,,4.07
15-17,43.0,,4.54
15-17,35.0,,3.66
15-17,30.0,,3.18
15-17,25.0,,2.63
15-17,27.0,,2.8
15-17,27.0,,2.92
15-17,39.0,,4.25
15-17,38.0,,4.16
15-17,41.0,,4.45
15-17,29.0,,3.11
15-17,44.0,,4.63
15-17,37.0,,3.87
15-17,40.0,,4.13
15-17,38.0,,3.97
15-17,39.0,,4.07
15-17,43.0,,4.54
15-17,35.0,,3.66
15-17,30.0,,3.18
15-17,25.0,,2.63
15-17,27.0,,2.8
15-17,532.0,,3.76
15-17,28.0,,4.54
15-17,20.0,,3.71
15-17,71.0,,5.26
15-17,19.0,*,3.79
15-17,7.0,*,2.47
15-17,17.0,*,2.88
15-17,150.0,,5.88
15-17,48.0,,7.02
15-17,109.0,,3.92
15-17,121.0,,4.36
15-17,139.0,,4.97
15-17,126.0,,4.46
15-17,112.0,,3.84
15-17,126.0,,4.31
15-17,128.0,,4.4
15-17,132.0,,4.65
15-17,106.0,,3.82
15-17,100.0,,3.68
15-17,97.0,,3.71
15-17,102.0,,3.96
15-17,138.0,,5.35
15-17,161.0,,6.15
15-17,147.0,,5.52
15-17,109.0,,3.92
15-17,121.0,,4.36
15-17,139.0,,4.97
15-17,126.0,,4.46
15-17,112.0,,3.84
15-17,126.0,,4.31
15-17,128.0,,4.4
15-17,132.0,,4.65
15-17,106.0,,3.82
15-17,100.0,,3.68
15-17,97.0,,3.71
15-17,102.0,,3.96
15-17,138.0,,5.35
15-17,161.0,,6.15
15-17,147.0,,5.52
15-17,1844.0,,4.46
15-17,29.0,,6.42
15-17,17.0,*,3.77
15-17,25.0,,5.54
15-17,28.0,,6.17
15-17,27.0,,5.85
15-17,24.0,,5.0
15-17,34.0,,6.89
15-17,33.0,,6.79
15-17,36.0,,7.47
15-17,40.0,,8.36
15-17,19.0,*,3.99
15-17,24.0,,5.2
15-17,29.0,,6.25
15-17,27.0,,5.65
15-17,20.0,,4.05
15-17,29.0,,6.42
15-17,17.0,*,3.77
15-17,25.0,,5.54
15-17,28.0,,6.17
15-17,27.0,,5.85
15-17,24.0,,5.0
15-17,34.0,,6.89
15-17,33.0,,6.79
15-17,36.0,,7.47
15-17,40.0,,8.36
15-17,19.0,*,3.99
15-17,24.0,,5.2
15-17,29.0,,6.25
15-17,27.0,,5.65
15-17,20.0,,4.05
15-17,412.0,,5.83
15-17,40.0,,4.13
15-17,41.0,,4.17
15-17,30.0,,3.07
15-17,31.0,,3.13
15-17,29.0,,2.91
15-17,41.0,,4.06
15-17,39.0,,3.92
15-17,31.0,,3.17
15-17,25.0,,2.57
15-17,30.0,,3.16
15-17,34.0,,3.68
15-17,21.0,,2.3
15-17,43.0,,4.74
15-17,34.0,,3.7
15-17,35.0,,3.73
15-17,40.0,,4.13
15-17,41.0,,4.17
15-17,30.0,,3.07
15-17,31.0,,3.13
15-17,29.0,,2.91
15-17,41.0,,4.06
15-17,39.0,,3.92
15-17,31.0,,3.17
15-17,25.0,,2.57
15-17,30.0,,3.16
15-17,34.0,,3.68
15-17,21.0,,2.3
15-17,43.0,,4.74
15-17,34.0,,3.7
15-17,35.0,,3.73
15-17,504.0,,3.5
15-17,77.0,,2.59
15-17,152.0,,6.64
15-17,107.0,,4.51
15-17,7.0,*,4.14
15-17,7.0,*,4.15
15-17,11.0,*,6.47
15-17,7.0,*,4.11
15-17,8.0,*,4.49
15-17,6.0,*,3.49
15-17,5.0,*,2.76
15-17,10.0,*,5.51
15-17,11.0,*,6.14
15-17,11.0,*,6.25
15-17,7.0,*,4.09
15-17,6.0,*,3.47
15-17,6.0,*,3.43
15-17,6.0,*,3.42
15-17,5.0,*,2.75
15-17,7.0,*,4.14
15-17,7.0,*,4.15
15-17,11.0,*,6.47
15-17,7.0,*,4.11
15-17,8.0,*,4.49
15-17,6.0,*,3.49
15-17,5.0,*,2.76
15-17,10.0,*,5.51
15-17,11.0,*,6.14
15-17,11.0,*,6.25
15-17,7.0,*,4.09
15-17,6.0,*,3.47
15-17,6.0,*,3.43
15-17,6.0,*,3.42
15-17,5.0,*,2.75
15-17,113.0,,4.31
15-17,170.0,,4.65
15-17,40.0,,4.48
15-17,60.0,,6.81
15-17,36.0,,3.74
15-17,58.0,,7.17
15-17,19.0,*,3.11
15-17,61.0,,3.54
15-17,57.0,,3.44
15-17,62.0,,3.77
15-17,37.0,,4.5
15-17,31.0,,3.05
15-17,13.0,*,2.15
15-17,31.0,,3.84
15-17,49.0,,3.99
15-17,54.0,,4.39
15-17,166.0,,4.27
15-17,27.0,,2.32
15-17,26.0,,3.69
15-17,15.0,*,1.66
15-17,10.0,*,1.81
15-17,77.0,,5.67
15-17,73.0,,5.83
15-17,109.0,,4.08
15-17,143.0,,5.43
15-17,86.0,,7.53
15-17,20.0,,5.85
15-17,17.0,*,4.94
15-17,11.0,*,3.24
15-17,9.0,*,2.6
15-17,10.0,*,2.75
15-17,14.0,*,3.8
15-17,15.0,*,3.95
15-17,21.0,,5.56
15-17,15.0,*,3.95
15-17,16.0,*,4.13
15-17,15.0,*,3.79
15-17,15.0,*,3.77
15-17,11.0,*,2.8
15-17,13.0,*,3.26
15-17,15.0,*,3.68
15-17,20.0,,5.85
15-17,17.0,*,4.94
15-17,11.0,*,3.24
15-17,9.0,*,2.6
15-17,10.0,*,2.75
15-17,14.0,*,3.8
15-17,15.0,*,3.95
15-17,21.0,,5.56
15-17,15.0,*,3.95
15-17,16.0,*,4.13
15-17,15.0,*,3.79
15-17,15.0,*,3.77
15-17,11.0,*,2.8
15-17,13.0,*,3.26
15-17,15.0,*,3.68
15-17,217.0,,3.86
15-17,108.0,,5.16
15-17,87.0,,3.06
15-17,7.0,*,2.26
15-17,8.0,*,1.24
15-17,56.0,,3.75
15-17,72.0,,4.27
15-17,31.0,,7.06
15-17,108.0,,11.98
15-17,79.0,,5.5
15-17,7.0,*,2.27
15-17,18.0,*,4.99
15-17,124.0,,4.66
15-17,45.0,,7.84
15-17,9.0,*,2.0
15-17,44.0,,3.12
15-17,58.0,,3.99
15-17,62.0,,4.2
15-17,66.0,,4.39
15-17,61.0,,3.94
15-17,64.0,,4.02
15-17,60.0,,3.73
15-17,74.0,,4.64
15-17,52.0,,3.29
15-17,44.0,,2.8
15-17,52.0,,3.31
15-17,70.0,,4.39
15-17,63.0,,3.92
15-17,71.0,,4.38
15-17,76.0,,4.58
15-17,44.0,,3.12
15-17,58.0,,3.99
15-17,62.0,,4.2
15-17,66.0,,4.39
15-17,61.0,,3.94
15-17,64.0,,4.02
15-17,60.0,,3.73
15-17,74.0,,4.64
15-17,52.0,,3.29
15-17,44.0,,2.8
15-17,52.0,,3.31
15-17,70.0,,4.39
15-17,63.0,,3.92
15-17,71.0,,4.38
15-17,76.0,,4.58
15-17,917.0,,3.92
15-17,21.0,,3.67
15-17,22.0,,9.06
15-17,19.0,*,7.62
15-17,15.0,*,6.06
15-17,23.0,,9.17
15-17,17.0,*,6.9
15-17,16.0,*,6.26
15-17,16.0,*,6.48
15-17,20.0,,8.25
15-17,14.0,*,5.88
15-17,16.0,*,6.6
15-17,13.0,*,5.4
15-17,8.0,*,3.36
15-17,7.0,*,2.93
15-17,19.0,*,8.3
15-17,19.0,*,7.8
15-17,22.0,,9.06
15-17,19.0,*,7.62
15-17,15.0,*,6.06
15-17,23.0,,9.17
15-17,17.0,*,6.9
15-17,16.0,*,6.26
15-17,16.0,*,6.48
15-17,20.0,,8.25
15-17,14.0,*,5.88
15-17,16.0,*,6.6
15-17,13.0,*,5.4
15-17,8.0,*,3.36
15-17,7.0,*,2.93
15-17,19.0,*,8.3
15-17,19.0,*,7.8
15-17,244.0,,6.68
15-17,65.0,,4.63
15-17,54.0,,3.98
15-17,62.0,,4.58
15-17,64.0,,4.77
15-17,40.0,,2.97
15-17,51.0,,3.78
15-17,26.0,,1.93
15-17,38.0,,2.87
15-17,30.0,,2.34
15-17,40.0,,3.29
15-17,28.0,,2.58
15-17,30.0,,2.97
15-17,25.0,,2.62
15-17,22.0,,2.38
15-17,36.0,,3.95
15-17,65.0,,4.63
15-17,54.0,,3.98
15-17,62.0,,4.58
15-17,64.0,,4.77
15-17,40.0,,2.97
15-17,51.0,,3.78
15-17,26.0,,1.93
15-17,38.0,,2.87
15-17,30.0,,2.34
15-17,40.0,,3.29
15-17,28.0,,2.58
15-17,30.0,,2.97
15-17,25.0,,2.62
15-17,22.0,,2.38
15-17,36.0,,3.95
15-17,611.0,,3.36
15-17,151.0,,3.35
15-17,166.0,,3.67
15-17,155.0,,3.43
15-17,130.0,,2.89
15-17,157.0,,3.4
15-17,143.0,,3.07
15-17,142.0,,3.04
15-17,141.0,,3.08
15-17,119.0,,2.62
15-17,122.0,,2.73
15-17,117.0,,2.71
15-17,111.0,,2.64
15-17,92.0,,2.24
15-17,112.0,,2.76
15-17,154.0,,3.8
15-17,151.0,,3.35
15-17,166.0,,3.67
15-17,155.0,,3.43
15-17,130.0,,2.89
15-17,157.0,,3.4
15-17,143.0,,3.07
15-17,142.0,,3.04
15-17,141.0,,3.08
15-17,119.0,,2.62
15-17,122.0,,2.73
15-17,117.0,,2.71
15-17,111.0,,2.64
15-17,92.0,,2.24
15-17,112.0,,2.76
15-17,154.0,,3.8
15-17,2012.0,,3.03
15-17,35.0,,2.89
15-17,104.0,,5.39
15-17,62.0,,3.56
15-17,24.0,,5.47
15-17,10.0,*,6.09
15-17,6.0,*,3.82
15-17,8.0,*,5.03
15-17,13.0,*,7.99
15-17,12.0,*,6.75
15-17,7.0,*,3.97
15-17,14.0,*,7.45
15-17,9.0,*,4.68
15-17,11.0,*,5.67
15-17,15.0,*,7.65
15-17,12.0,*,5.99
15-17,9.0,*,4.5
15-17,7.0,*,3.46
15-17,9.0,*,4.43
15-17,15.0,*,7.07
15-17,10.0,*,6.09
15-17,6.0,*,3.82
15-17,8.0,*,5.03
15-17,13.0,*,7.99
15-17,12.0,*,6.75
15-17,7.0,*,3.97
15-17,14.0,*,7.45
15-17,9.0,*,4.68
15-17,11.0,*,5.67
15-17,15.0,*,7.65
15-17,12.0,*,5.99
15-17,9.0,*,4.5
15-17,7.0,*,3.46
15-17,9.0,*,4.43
15-17,15.0,*,7.07
15-17,157.0,,5.64
15-17,106.0,,6.64
15-17,64.0,,4.31
15-17,92.0,,4.56
15-17,84.0,,5.14
15-17,37.0,,4.54
15-17,77.0,,3.06
15-17,56.0,,4.29
15-17,1003.0,,4.02
15-17,1061.0,,4.24
15-17,1073.0,,4.3
15-17,1038.0,,4.14
15-17,1024.0,,4.01
15-17,1049.0,,4.05
15-17,1000.0,,3.85
15-17,1041.0,,4.07
15-17,938.0,,3.73
15-17,942.0,,3.8
15-17,917.0,,3.78
15-17,862.0,,3.61
15-17,932.0,,3.94
15-17,960.0,,4.05
15-17,1102.0,,4.6
15-17,1003.0,,4.02
15-17,1061.0,,4.24
15-17,1073.0,,4.3
15-17,1038.0,,4.14
15-17,1024.0,,4.01
15-17,1049.0,,4.05
15-17,1000.0,,3.85
15-17,1041.0,,4.07
15-17,938.0,,3.73
15-17,942.0,,3.8
15-17,917.0,,3.78
15-17,862.0,,3.61
15-17,932.0,,3.94
15-17,960.0,,4.05
15-17,1102.0,,4.6
15-17,14942.0,,4.01
15-17,1004.0,,4.02
15-17,1061.0,,4.24
15-17,1073.0,,4.3
15-17,1039.0,,4.15
15-17,1026.0,,4.02
15-17,1050.0,,4.05
15-17,1000.0,,3.85
15-17,1042.0,,4.08
15-17,938.0,,3.73
15-17,942.0,,3.8
15-17,917.0,,3.78
15-17,862.0,,3.61
15-17,932.0,,3.94
15-17,960.0,,4.05
15-17,1105.0,,4.61
15-17,1004.0,,4.02
15-17,1061.0,,4.24
15-17,1073.0,,4.3
15-17,1039.0,,4.15
15-17,1026.0,,4.02
15-17,1050.0,,4.05
15-17,1000.0,,3.85
15-17,1042.0,,4.08
15-17,938.0,,3.73
15-17,942.0,,3.8
15-17,917.0,,3.78
15-17,862.0,,3.61
15-17,932.0,,3.94
15-17,960.0,,4.05
15-17,1105.0,,4.61
15-17,14951.0,,4.01
